IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.198.139,2083,2083,true,SIN,Asia Pacific,Singapore,44,0.00
8.218.201.73,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.242.79.71,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.76.80.72,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.236.75.113,2052,2052,false,SIN,Asia Pacific,Singapore,44,0.00
8.210.3.24,2053,2053,true,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.234.9,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.107.148,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.242.234.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.76.77.103,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.210.3.24,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.210.146.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.210.39.96,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.52.115,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.222.150.197,80,80,false,SIN,Asia Pacific,Singapore,44,0.00
47.236.166.131,2052,2052,false,SIN,Asia Pacific,Singapore,44,0.00
8.217.121.207,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.85.128,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.238.6.102,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.155.238,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.234.9,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.242.252.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.76.49.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.42.219,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.243.95,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.122.55,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.59.216,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.67.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.219.132.64,80,80,false,SIN,Asia Pacific,Singapore,45,0.00
8.217.221.165,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.221.165,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.34.188,2096,2096,true,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.2.181,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.181.189,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.34.188,8443,8443,true,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.234.9,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.90.180,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.76.178.146,8443,8443,true,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.245.224,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.127.73,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.54.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.79.71,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.148.106,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.139.243,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.9.129,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.222.160.176,2095,2095,false,SIN,Asia Pacific,Singapore,45,0.00
47.76.159.146,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.155.238,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.85.128,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.3.24,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.173.187,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.169.63,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.174.156,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.206.150,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.234.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.245.224,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.76.94.15,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.232.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.236.174.206,2082,2082,false,SIN,Asia Pacific,Singapore,45,0.00
8.217.239.116,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.238.6.102,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.236.205.188,80,80,false,SIN,Asia Pacific,Singapore,45,0.00
8.217.147.230,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.171.94,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.139.243,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.34.188,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.204.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.188.129,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.174.27,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.238.40.58,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.219.198.139,2086,2086,false,SIN,Asia Pacific,Singapore,45,0.00
47.236.118.216,8080,8080,false,SIN,Asia Pacific,Singapore,45,0.00
47.242.17.250,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.222.167.147,8880,8880,false,SIN,Asia Pacific,Singapore,45,0.00
47.76.159.146,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.193.25,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.207.169,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.146.204,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.76.204.76,2053,2053,true,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.173.187,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.207.60,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.68.32,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.236.102.102,2086,2086,false,SIN,Asia Pacific,Singapore,45,0.00
47.236.10.182,80,80,false,SIN,Asia Pacific,Singapore,45,0.00
47.236.172.95,2082,2082,false,SIN,Asia Pacific,Singapore,45,0.00
47.236.83.239,2086,2086,false,SIN,Asia Pacific,Singapore,45,0.00
8.210.175.109,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.236.144.156,80,80,false,SIN,Asia Pacific,Singapore,45,0.00
47.242.54.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.250.222,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.66.190,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.85.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.107.246,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.76.33.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.239.116,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.192.93,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.136.25,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.76.146.1,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.9.129,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.175.109,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.236.167.231,2086,2086,false,SIN,Asia Pacific,Singapore,46,0.00
8.218.146.204,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.204.128,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.236.130.95,2086,2086,false,SIN,Asia Pacific,Singapore,46,0.00
47.243.27.217,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.74.119,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.222.183.242,2095,2095,false,SIN,Asia Pacific,Singapore,46,0.00
47.236.83.239,2052,2052,false,SIN,Asia Pacific,Singapore,46,0.00
8.217.232.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.143.134,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.203.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.188.129,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.139.243,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.236.144.196,8880,8880,false,SIN,Asia Pacific,Singapore,46,0.00
8.210.175.109,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.217.239.116,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.5.154,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.217.232.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.245.224,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.236.93.176,80,80,false,SIN,Asia Pacific,Singapore,46,0.00
47.236.87.246,80,80,false,SIN,Asia Pacific,Singapore,46,0.00
8.218.188.129,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.206.150,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.136.25,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.85.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.217.239.116,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.242.17.250,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.181.189,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.206.150,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.76.32.108,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.21.65,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.101.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.238.3.84,80,80,false,FRA,Europe,Frankfurt,46,0.00
8.217.221.165,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.207.214,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.236.172.71,2095,2095,false,SIN,Asia Pacific,Singapore,46,0.00
47.236.118.216,8880,8880,false,SIN,Asia Pacific,Singapore,46,0.00
8.217.248.220,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.66.190,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.242.232.14,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.107.148,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.212.107.200,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.175.109,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.192.93,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.22.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.217.207.60,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.169.63,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.67.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.222.150.197,2086,2086,false,SIN,Asia Pacific,Singapore,46,0.00
8.218.22.210,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.139.85,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.222.187.4,2082,2082,false,SIN,Asia Pacific,Singapore,46,0.00
8.210.146.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.222.134.170,2086,2086,false,SIN,Asia Pacific,Singapore,46,0.00
8.210.65.1,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.204.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.236.205.188,2082,2082,false,SIN,Asia Pacific,Singapore,46,0.00
47.236.172.95,2086,2086,false,SIN,Asia Pacific,Singapore,46,0.00
47.243.91.58,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.142.253,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.211.17,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.242.79.71,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.236.149.107,80,80,false,SIN,Asia Pacific,Singapore,46,0.00
47.242.183.66,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.242.171.94,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.210.107.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.236.172.71,2052,2052,false,SIN,Asia Pacific,Singapore,47,0.00
8.210.175.109,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.210.245.224,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.76.33.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.219.98.13,2095,2095,false,SIN,Asia Pacific,Singapore,47,0.00
8.217.207.60,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.27.217,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.217.250.5,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.76.33.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.242.59.216,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.183.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.76.146.1,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.76.80.72,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.210.156.6,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.57.13.107,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.236.9.152,8080,8080,false,SIN,Asia Pacific,Singapore,47,0.00
8.218.3.12,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.210.119.11,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.91.58,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.217.147.230,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.217.207.60,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.203.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.238.40.58,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.207.169,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.242.59.216,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.22.210,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.143.134,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.210.175.109,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.210.175.109,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.48.92,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.22.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.217.147.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.217.239.116,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.65.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.236.202.91,8880,8880,false,SIN,Asia Pacific,Singapore,47,0.00
8.217.127.73,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.238.40.58,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.143.10,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.242.54.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.242.105.120,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.210.9.129,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.238.40.58,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.236.130.95,2086,2086,false,SIN,Asia Pacific,Singapore,48,0.00
8.217.221.165,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.222.160.176,2082,2082,false,SIN,Asia Pacific,Singapore,48,0.00
8.217.250.222,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.222.214.231,2095,2095,false,SIN,Asia Pacific,Singapore,48,0.00
8.217.145.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.204.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.236.93.176,2052,2052,false,SIN,Asia Pacific,Singapore,48,0.00
47.76.80.72,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.243.183.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.210.207.214,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.174.118,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.219.201.245,2052,2052,false,SIN,Asia Pacific,Singapore,48,0.00
47.243.67.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.76.37.57,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.238.6.102,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.243.42.219,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.243.203.119,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.236.10.100,2086,2086,false,SIN,Asia Pacific,Singapore,48,0.00
47.76.33.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.18.235,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.76.49.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.217.49.34,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.18.235,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.236.102.102,80,80,false,SIN,Asia Pacific,Singapore,48,0.00
47.242.54.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.210.203.7,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.219.237.250,80,80,false,SIN,Asia Pacific,Singapore,48,0.00
8.210.203.7,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.243.169.63,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.222.156.242,80,80,false,SIN,Asia Pacific,Singapore,48,0.00
47.243.107.148,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.237.100.206,8080,8080,false,SIN,Asia Pacific,Singapore,48,0.00
8.218.3.12,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.76.77.103,8443,8443,true,HKG,Asia Pacific,Hong Kong,48,0.00
8.222.191.138,8880,8880,false,SIN,Asia Pacific,Singapore,48,0.00
47.243.183.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.18.132,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.242.36.78,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.76.77.103,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.238.222.172,80,80,false,FRA,Europe,Frankfurt,48,0.00
47.243.42.219,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.242.36.78,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.222.244.192,8080,8080,false,SIN,Asia Pacific,Singapore,49,0.00
8.222.174.108,8880,8880,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.3.12,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.219.100.168,8880,8880,false,SIN,Asia Pacific,Singapore,49,0.00
8.217.251.62,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.219.111.147,8080,8080,false,SIN,Asia Pacific,Singapore,49,0.00
47.243.169.63,80,80,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.143.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.65.1,80,80,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.219.83.71,2096,2096,true,SIN,Asia Pacific,Singapore,49,0.00
8.218.18.235,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.181.189,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.222.36,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.5.154,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.203.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.165.25,8080,8080,false,SIN,Asia Pacific,Singapore,49,0.00
47.243.42.219,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.217.193.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.217.193.25,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.242.202.230,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.21.65,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.93.176,2095,2095,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.18.235,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.136.25,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.76.49.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.183.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.143.10,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.219.237.250,8080,8080,false,SIN,Asia Pacific,Singapore,49,0.00
47.243.42.219,80,80,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.139.85,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.219.122.55,2086,2086,false,SIN,Asia Pacific,Singapore,49,0.00
8.222.160.176,2052,2052,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.52.115,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.48.92,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.85.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.102.102,2052,2052,false,SIN,Asia Pacific,Singapore,49,0.00
47.76.32.108,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.222.160.176,2052,2052,false,SIN,Asia Pacific,Singapore,50,0.00
8.218.136.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.222.184.198,8080,8080,false,SIN,Asia Pacific,Singapore,50,0.00
8.217.221.165,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.90.180,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.206.150,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.210.203.7,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.91.58,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.155.238,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.65.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.236.169.164,8080,8080,false,SIN,Asia Pacific,Singapore,50,0.00
8.218.8.142,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.222.184.198,2086,2086,false,SIN,Asia Pacific,Singapore,50,0.00
47.76.37.57,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.53.110,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.76.32.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.236.232.148,2086,2086,false,SIN,Asia Pacific,Singapore,50,0.00
47.236.80.110,2086,2086,false,SIN,Asia Pacific,Singapore,50,0.00
47.237.100.206,2086,2086,false,SIN,Asia Pacific,Singapore,50,0.00
47.242.79.71,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.174.118,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.210.203.7,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.236.121.23,80,80,false,SIN,Asia Pacific,Singapore,50,0.00
47.76.49.246,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.76.33.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.206.150,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.236.171.205,8080,8080,false,SIN,Asia Pacific,Singapore,50,0.00
47.76.80.72,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.217.85.14,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.237.95.156,2052,2052,false,SIN,Asia Pacific,Singapore,50,0.00
47.243.27.217,80,80,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.188.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.222.174.108,2095,2095,false,SIN,Asia Pacific,Singapore,51,0.00
47.242.202.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.3.12,80,80,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.243.169.63,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.243.203.119,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.76.94.15,80,80,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.143.10,80,80,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.219.78.188,80,80,false,SIN,Asia Pacific,Singapore,51,0.00
8.219.222.98,2086,2086,false,SIN,Asia Pacific,Singapore,51,0.00
8.218.181.189,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.236.149.107,2052,2052,false,SIN,Asia Pacific,Singapore,51,0.00
47.236.165.25,2086,2086,false,SIN,Asia Pacific,Singapore,51,0.00
8.210.107.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.236.169.15,2082,2082,false,SIN,Asia Pacific,Singapore,51,0.00
8.218.126.53,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.174.118,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.242.232.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.243.199.41,80,80,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.242.36.78,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.242.79.71,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.242.202.230,80,80,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.236.102.102,8080,8080,false,SIN,Asia Pacific,Singapore,51,0.00
8.219.194.170,8880,8880,false,SIN,Asia Pacific,Singapore,51,0.00
47.242.17.250,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.210.119.11,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.219.124.227,8880,8880,false,SIN,Asia Pacific,Singapore,51,0.00
8.222.193.65,2095,2095,false,SIN,Asia Pacific,Singapore,51,0.00
